spot_id,name_ja,name_it,city,day,category,lat,lng,reservation_required,official_url,gmaps_url,recommended_item_or_feature,page_link
ponte_dei_sospiri,ため息橋,Ponte dei Sospiri,Venice,Day 3,sightseeing,45.434,12.3408,不要（運河沿いから鑑賞）,https://palazzoducale.visitmuve.it/,https://maps.google.com/?q=Ponte+dei+Sospiri+Venezia,「日没時にこの橋の下でゴンドラに揺られながらキスをした恋人たちは永遠に結ばれる」という伝説があるロマンチックな橋,day3.html
gondola_station,ゴンドラ遊覧乗り場（バチーノ・オルセオロ）,Stazione Gondole Bacino Orseolo,Venice,Day 3,sightseeing,45.4352,12.3375,ツアー組込 / 現地手配,https://www.gondolavenezia.it/,https://maps.google.com/?q=Bacino+Orseolo+Gondola+Venice,水上から見上げる歴史的宮殿と細い運河の静けさ。ハネムーン最大のハイライト！記念写真のベストアングル,day3.html
ponte_di_rialto,リアルト橋,Ponte di Rialto,Venice,Day 3,sightseeing,45.438,12.3359,不要,https://www.comune.venezia.it/,https://maps.google.com/?q=Ponte+di+Rialto+Venezia,大運河（カナル・グランデ）に架かる白い大理石の橋。橋上からの大運河のパノラマビューは必見,day3.html
caffe_florian,カフェ・フローリアン (1720年創業 イタリア最古のカフェ),Caffè Florian,Venice,Day 3,dining,45.4336,12.3378,不要（直接来店）,https://www.caffeflorian.com/,https://maps.google.com/?q=Caff%C3%A8+Florian+Venezia,カサノヴァやゲーテも通った世界最古のカフェ。銀のトレイでサーブされるカフェラテやホットチョコレート、クラシカルな室内装飾でハネムーンの乾杯を,free-meal-guide.html
cantina_do_mori,カンティーナ・ド・モーリ (1462年創業の最古バカロ),Cantina Do Mori,Venice,Day 3,dining,45.4384,12.3347,不要（立ち飲みバカロ）,https://www.cantinadomori.com/,https://maps.google.com/?q=Cantina+Do+Mori+Venice,銅鍋が天井から無数に吊るされた風情ある名店。プロセッコやオンブラ（ハウスワイン）と小皿料理「チケッティ（小蛸のマリネ、バッカラ・マンテカート等）」を手軽に満喫,free-meal-guide.html
murano_glass_shop,ベネチアングラス専門店（ヴェニーニ等）,Venini & Murano Glass Masters,Venice,Day 3,souvenir,45.435,12.337,不要,https://www.venini.com/,https://maps.google.com/?q=Murano+Glass+Piazza+San+Marco,マエストロの熟練の技が光るペアワイングラス、ミルフィオリのペンダント、美しい花瓶など新婚生活を彩る記念品に最適,souvenir-guide.html
hotel_florence,ホテル（フィレンツェ宿泊地）,Hotel Florence Area (Superior Class),Florence,Day 3,hotel,43.776,11.248,ツアー予約済（連泊・ダブルベッド確約）,https://www.his-j.com/,https://maps.google.com/?q=Florence+Hotel,フィレンツェ2連泊の拠点。荷物を広げたままゆったりと観光できる快適ホテル,day4.html
duomo_firenze,サンタ・マリア・デル・フィオーレ大聖堂 (花の聖母マリア),Cattedrale di Santa Maria del Fiore (Duomo di Firenze),Florence,Day 4,sightseeing,43.7731,11.256,大聖堂入場無料/クーポラ要予約,https://duomo.firenze.it/,https://maps.google.com/?q=Cattedrale+di+Santa+Maria+del+Fiore+Firenze,白・緑・ピンクの大理石で彩られたルネサンスの象徴。ブルネレスキ設計の巨大クーポラは映画『冷静と情熱のあいだ』の舞台としても有名,day4.html
campanile_giotto,ジョットの鐘楼,Campanile di Giotto,Florence,Day 4,sightseeing,43.7729,11.2556,要（登頂時）,https://duomo.firenze.it/,https://maps.google.com/?q=Campanile+di+Giotto+Firenze,高さ約84mの優美な鐘楼。外観の彫刻群と幾何学模様が美しく、ドゥオーモのすぐ隣に佇みます,day4.html
piazza_signoria,シニョーリア広場 ＆ ヴェッキオ宮殿,Piazza della Signoria & Palazzo Vecchio,Florence,Day 4,sightseeing,43.7696,11.2558,広場自由 / 宮殿入場要,https://cultura.comune.fi.it/pagina/musei-civici-fiorentini/palazzo-vecchio,https://maps.google.com/?q=Piazza+della+Signoria+Firenze,ミケランジェロの『ダヴィデ像』（レプリカ）やネプチューンの噴水など、野外彫刻美術館のような歴史ある広場,day4.html
galleria_uffizi,ウフィツィ美術館,Galleria degli Uffizi,Florence,Day 4,sightseeing,43.7678,11.2553,要事前予約推奨（午後自由行動時）,https://www.uffizi.it/,https://maps.google.com/?q=Galleria+degli+Uffizi+Firenze,ボッティチェッリ『ヴィーナスの誕生』『春（プリマヴェーラ）』、レオナルド・ダ・ヴィンチ『受胎告知』など世界最高峰のルネサンス絵画の宝庫,day4.html
ponte_vecchio,ポンテ・ヴェッキオ (ヴェッキオ橋),Ponte Vecchio,Florence,Day 4,sightseeing,43.7679,11.2531,不要,https://www.feelflorence.it/,https://maps.google.com/?q=Ponte+Vecchio+Firenze,アルノ川に架かるフィレンツェ最古の橋。橋上には伝統的な金銀細工・ジュエリー店が並び、ハネムーンの記念ジュエリー選びにぴったり,day4.html
piazzale_michelangelo,ミケランジェロ広場,Piazzale Michelangelo,Florence,Day 4,sightseeing,43.7628,11.265,不要（タクシーまたはバス利用推奨）,https://www.feelflorence.it/,https://maps.google.com/?q=Piazzale+Michelangelo+Firenze,フィレンツェ市内を一望できる丘の上の展望広場。夕暮れ時に赤く染まるドゥオーモとポンテ・ヴェッキオの眺望は感動必至！,day4.html
trattoria_zaza,トラットリア・ザザ (名物Tボーンステーキ),Trattoria Zà Zà,Florence,Day 4,dining,43.7766,11.2535,要予約推奨（公式サイトよりオンライン可）,https://www.trattoriazaza.it/,https://maps.google.com/?q=Trattoria+ZaZa+Firenze,炭火で豪快に焼き上げる本場「ビステッカ・アッラ・フィオレンティーナ（1kg〜）」。トスカーナの赤ワイン（キャンティ）と合わせてお二人でシェア！,free-meal-guide.html
farmacia_santa_maria_novella,サンタ・マリア・ノヴェッラ薬局 (世界最古の薬局),Officina Profumo-Farmaceutica di Santa Maria Novella,Florence,Day 4,souvenir,43.7744,11.2483,不要（美術館のような店内）,https://buy.smnovella.com/,https://maps.google.com/?q=Officina+Profumo-Farmaceutica+di+Santa+Maria+Novella+Firenze,1221年創業。カテリーナ・ディ・メディチが愛した香水「アックア・デッラ・レジーナ（王妃の水）」やローズウォーター、ソープなどハネムーン最高のギフト,souvenir-guide.html
mercato_centrale_firenze,フィレンツェ中央市場 (メルカート・チェントラーレ),Mercato Centrale Firenze,Florence,Day 4,dining,43.7765,11.253,不要,https://www.mercatocentrale.it/firenze/,https://maps.google.com/?q=Mercato+Centrale+Firenze,1階は食材市場、2階はお洒落な巨大フードコート。名物モツ煮込みパニーノ「ランプレドット」やポルチーニパスタを手軽に味わえます,free-meal-guide.html
pisa_torre,ピサの斜塔,Torre di Pisa (Torre Pendente),Pisa,Day 4,sightseeing,43.723,10.3966,要（オプショナルツアー組込または事前Web予約）,https://www.opapisa.it/,https://maps.google.com/?q=Torre+di+Pisa,約4度傾斜した世界遺産の白大理石鐘楼。お二人で塔を支えたり押したりするお茶目なハネムーン記念トリック写真は鉄板！,day4.html
pisa_duomo,ピサ大聖堂 ＆ 奇跡の広場,Duomo di Pisa & Piazza dei Miracoli,Pisa,Day 4,sightseeing,43.7233,10.3955,斜塔チケットに含まれる / 無料入場枠あり,https://www.opapisa.it/,https://maps.google.com/?q=Piazza+dei+Miracoli+Pisa,青々とした芝生に白亜の大理石建築が輝く奇跡の空間。ガリレオが振り子の原理を発見したとされる「ガリレオのランプ」が有名,day4.html
piazza_cisterna,チステルナ広場,Piazza della Cisterna,San Gimignano,Day 5,sightseeing,43.4677,11.0431,不要,https://www.comune.sangimignano.si.it/,https://maps.google.com/?q=Piazza+della+Cisterna+San+Gimignano,中央に八角形の古井戸（チステルナ）が佇む中世の石畳広場。周囲を取り囲む中世貴族の塔がタイムスリップしたような美しさ,day5.html
torre_grossa,トッレ・グロッサ (サンジミニャーノ最大の塔),Torre Grossa & Palazzo del Popolo,San Gimignano,Day 5,sightseeing,43.4682,11.0435,要（市庁舎登頂時）,https://www.sangimignanomusei.it/,https://maps.google.com/?q=Torre+Grossa+San+Gimignano,高さ54m、町で最も高い塔。頂上からはオリーブ畑や糸杉が広がるトスカーナのパノラマ絶景が見渡せます,day5.html
gelateria_dondoli,ジェラテリア・ドンドリ (ジェラート世界チャンピオン),Gelateria Dondoli (Campione del Mondo),San Gimignano,Day 5,dining,43.4678,11.043,不要（行列必至）,https://www.gelateriadondoli.com/,https://maps.google.com/?q=Gelateria+Dondoli+San+Gimignano,世界ジェラート大会で連覇した世界最高峰の味！名物「クレーマ・ディ・サンタ・フィナ（サフランと松の実）」や「ヴェルナッチャワイン風味」はここでしか味わえない感動の美味しさ,free-meal-guide.html
pizza_lunch_restaurant,トスカーナ・ピッツェリア (ツアーランチ会場),Ristorante Pizzeria Toscana (Tour Included Lunch),San Gimignano,Day 5,dining,43.466,11.041,ツアー設定済（ランチ込 1/1）,https://www.his-j.com/,https://maps.google.com/?q=Pizzeria+San+Gimignano,HISツアー設定の本場ピッツァランチ！石窯で香ばしく焼き上げたマルゲリータやトスカーナ前菜を堪能,day5.html
hotel_rome,ホテル（ローマ市内宿泊地）,Hotel Rome Area (Superior Class),Rome,Day 5,hotel,41.9028,12.4964,ツアー予約済（2連泊・ダブルベッド確約）,https://www.his-j.com/,https://maps.google.com/?q=Rome+Hotel,永遠の都ローマ2連泊。地下鉄や主要観光地へのアクセス良好なハネムーン仕様の客室,day5.html
basilica_san_pietro,サン・ピエトロ大聖堂 (バチカン市国),Basilica di San Pietro in Vaticano,Rome,Day 6,sightseeing,41.9022,12.4539,入場無料（手荷物検査列あり・早朝推奨）,https://www.vatican.va/,https://maps.google.com/?q=Basilica+di+San+Pietro+Vaticano,カトリックの総本山。ミケランジェロ24歳の傑作『ピエタ像』、ベルニーニ設計の天蓋（バルダッキーノ）、壮大なパイプオルガンと聖なる響き,rome-free-day-guide.html
musei_vaticani,バチカン美術館 ＆ システィーナ礼拝堂,Musei Vaticani & Cappella Sistina,Rome,Day 6,sightseeing,41.9065,12.4536,要事前予約（公式サイトで早めのチケット確保必須）,https://www.museivaticani.va/,https://maps.google.com/?q=Musei+Vaticani+Roma,ラファエロの間『アテネの学堂』、システィーナ礼拝堂のミケランジェロ作『天地創造』『最後の審判』。人類美術の最高峰,rome-free-day-guide.html
colosseo,コロッセオ (古代円形闘技場),Colosseo (Anfiteatro Flavio),Rome,Day 6,sightseeing,41.8902,12.4922,要事前日時指定予約,https://colosseo.it/,https://maps.google.com/?q=Colosseo+Roma,約2000年前に建てられた古代ローマ帝国の象徴。外観のアーチ構造だけでも圧倒的な迫力でフォトスポットとして外せません,day6.html
foro_romano,フォロ・ロマーノ,Foro Romano,Rome,Day 6,sightseeing,41.8925,12.4853,コロッセオ共通チケット要,https://colosseo.it/,https://maps.google.com/?q=Foro+Romano+Roma,古代ローマの政治・経済・宗教の中心地遺跡。カエサルが火葬された神殿跡や凱旋門が並ぶロマンあふれる散策路,day6.html
pantheon,パンテオン (万神殿),Pantheon (Basilica di Santa Maria ad Martyres),Rome,Day 6,sightseeing,41.8986,12.4769,要（入場料5ユーロ・現地またはWeb予約）,https://pantheonroma.com/,https://maps.google.com/?q=Pantheon+Roma,古代コンクリート造の完全な半球ドーム建築。中央の天窓（オクルス）から差し込む光の筋、巨匠ラファエロの墓所,day6.html
fontana_di_trevi,トレビの泉,Fontana di Trevi,Rome,Day 6,sightseeing,41.9009,12.4833,不要（早朝または夜のライトアップがおすすめ）,https://www.turismoroma.it/,https://maps.google.com/?q=Fontana+di+Trevi+Roma,ポーリ宮殿の壁面を飾るバロック屈指の噴水。「後ろ向きにコインを1枚投げると再びローマに戻ってこられる」というハネムーンの誓いのコイン投げを！,day6.html
piazza_di_spagna,スペイン広場 ＆ スペイン階段,Piazza di Spagna & Scalinata di Trinità dei Monti,Rome,Day 6,sightseeing,41.9059,12.4828,不要,https://www.turismoroma.it/,https://maps.google.com/?q=Piazza+di+Spagna+Roma,映画『ローマの休日』でオードリー・ヘプバーンが訪れた不朽の名所。階段上のトリニタ・デイ・モンティ教会からの夕景やコンドッティ通りの散策,day6.html
chiesa_san_luigi,サン・ルイジ・デイ・フランチェージ教会,Chiesa di San Luigi dei Francesi,Rome,Day 6,sightseeing,41.8995,12.4746,不要（入場無料・コイン式照明あり）,https://saintlouis-rome.net/,https://maps.google.com/?q=Chiesa+di+San+Luigi+dei+Francesi+Roma,カラヴァッジョ初期の三連作『聖マタイの召命』『聖マタイの霊感』『聖マタイの殉教』を無料鑑賞。教会内に響く荘厳なオルガンと合唱の響きに感動する音楽愛好家必見の聖堂,rome-free-day-guide.html
chiesa_del_gesu,ジェズ教会 (イエズス会総本山),Chiesa del Gesù,Rome,Day 6,sightseeing,41.8959,12.4798,不要（入場無料）,https://www.chiesadelgesu.org/,https://maps.google.com/?q=Chiesa+del+Gesu+Roma,バロック建築の先駆。バチッチョ作の天井フレスコ画『イエスの御名の勝利』は天国が開かれたかのような錯視効果。聖歌隊・合唱音楽の音響が世界屈指,rome-free-day-guide.html
chiesa_sant_ignazio,サンティニャツィオ教会 (だまし絵天井画),Chiesa di Sant'Ignazio di Loyola,Rome,Day 6,sightseeing,41.8992,12.4797,不要（鏡による撮影列あり）,https://santignazio.gesuiti.it/,https://maps.google.com/?q=Chiesa+di+Sant%27Ignazio+di+Loyola+Roma,アンドレア・ポッツォによる圧巻の遠視画法（トロンプ・ルイユ）。平らな天井に描かれた巨大な偽クーポラや天国へ昇る聖イグナティウスの天井画,rome-free-day-guide.html
pompi_tiramisu,ポンピ (ローマNo.1のティラミス専門店),Pompi Tiramisù (Il Regno del Tiramisù),Rome,Day 6,dining,41.905,12.4812,不要（テイクアウト）,https://barpompi.it/,https://maps.google.com/?q=Pompi+Tiramisu+Via+della+Croce+Roma,スペイン広場近く。一番人気の「クラシコ（クラシックマスカルポーネ＆エスプレッソ）」や「フラーゴラ（苺）」を新婚旅行の甘いご褒美に,free-meal-guide.html
castroni_rome,カストローニ (高級食材・コーヒー・ワインの老舗),Castroni Ottaviano / Cola di Rienzo,Rome,Day 6,souvenir,41.907,12.4632,不要,https://www.castronicoladirienzo.com/,https://maps.google.com/?q=Castroni+Via+Ottaviano+Roma,1932年創業。自社焙煎エスプレッソ豆、高級トリュフオイル、パスタ、Baciチョコ、リモンチェッロなどお土産がすべて揃うワンダーランド,souvenir-guide.html
eataly_rome,イータリー ローマ旗艦店 (大型イタリア食材モール),Eataly Roma Ostiense,Rome,Day 6,souvenir,41.8708,12.485,不要,https://www.eataly.net/it_it/negozi/roma,https://maps.google.com/?q=Eataly+Roma,全4フロアの巨大食のテーマパーク。チーズ、生ハム、ワイン、お菓子をじっくり吟味できます,souvenir-guide.html
fco_airport,ローマ・フィウミチーノ空港 (レオナルド・ダ・ヴィンチ空港),Aeroporto di Roma-Fiumicino (Leonardo da Vinci),Rome,Day 7,hotel,41.7999,12.2462,ツアー送迎バス利用（国際線搭乗）,https://www.adr.it/fiumicino,https://maps.google.com/?q=Leonardo+da+Vinci+International+Airport+Rome,イタリア出国手続き＆免税手続き（Tax Refund）。免税エリア『Avenance Area A/E』で最後のイタリアンショッピング,day7.html
